time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2013-03-19T06:09:45.000Z,53.4867,-166.1503,49.8,1.7,Ml,,,,0.07,ak,ak10678027,2013-03-20T23:27:31.176Z,"50km SSE of Unalaska, Alaska",earthquake
2013-03-19T06:07:25.760Z,8.2326,94.2348,89.06,4.6,mb,24,141,3.7,1.12,us,usb000fnmp,2013-06-10T21:37:30.792Z,"105km ENE of Mohean, India",earthquake
2013-03-19T06:05:23.177Z,39.5467,-118.2155,7.7493,1.26,ml,8,231,0.379,0.1021,nn,nn00406381,2013-03-20T23:11:08.304Z,"48km E of Fallon, Nevada",earthquake
2013-03-19T05:41:59.000Z,55.654,-35.117,10,4.9,Mb,43,93.6,8.98225453,0.7,us,usb000fnmh,2013-09-23T20:03:43.000Z,"Reykjanes Ridge",earthquake
2013-03-19T05:38:21.000Z,66.1203,-144.8723,6,2.2,Ml,,,,0.84,ak,ak10676728,2013-03-20T23:27:23.864Z,"49km NW of Circle, ",earthquake
2013-03-19T05:30:51.200Z,-2.743,138.726,43.2,4.4,Mb,22,104.4,6.46248015,0.97,us,usb000fnmb,2013-06-10T21:37:29.257Z,"206km W of Abepura, Indonesia",earthquake
2013-03-19T05:23:43.700Z,33.5007,-116.5513,13.2,1,Ml,,75.6,0.04491576,0.12,ci,ci15309345,2013-03-20T23:59:08.231Z,"12km ESE of Anza, California",earthquake
2013-03-19T05:22:32.000Z,63.392,-151.4187,2.4,1.2,Ml,,,,0.78,ak,ak10676723,2013-03-20T23:27:23.828Z,"123km W of Cantwell, Alaska",earthquake
2013-03-19T05:03:55.000Z,54.2201,-162.3869,5.9,2.6,Ml,,,,0.6,ak,ak10676718,2013-03-20T23:27:27.980Z,"96km SE of False Pass, Alaska",earthquake
2013-03-19T04:55:48.500Z,40.392,-124.0435,31.1,1.8,Md,,68.4,0.05389892,0.1,nc,nc71956955,2013-03-19T21:55:55.821Z,"13km SSE of Rio Dell, California",earthquake
2013-03-19T04:45:07.000Z,61.4155,-146.7101,13.4,1.9,Ml,,,,0.53,ak,ak10676712,2013-03-20T23:27:22.808Z,"37km NNW of Valdez, Alaska",earthquake
2013-03-19T04:29:12.400Z,35.461,-120.0627,12.3,1.3,Ml,,93.6,0.08983153,0.14,ci,ci15309313,2013-03-19T20:06:45.895Z,"35km SE of Shandon, California",earthquake
2013-03-19T04:27:38.000Z,66.3314,-135.7777,43.3,2.5,Ml,,,,0.52,ak,ak10678021,2013-03-20T23:27:31.163Z,"129km SSW of Fort McPherson, Canada",earthquake
2013-03-19T03:29:00.500Z,-58.915,-24.409,31.3,5.9,Mw,51,43.2,8.1108887,1.36,us,usb000fnl4,2013-09-23T20:03:42.000Z,"121km E of Bristol Island, South Sandwich Islands",earthquake
2013-03-19T03:10:14.812Z,37.0815,-117.0599,7.3301,1.04,ml,13,113,0.103,0.1542,nn,nn00406372,2013-03-20T23:10:48.299Z,"32km NW of Beatty, Nevada",earthquake
2013-03-19T02:46:43.200Z,37.3388,-122.1487,5.4,1.1,Md,,68.4,0.01796631,0.06,nc,nc71956945,2013-03-19T20:39:31.611Z,"4km SSW of Los Altos Hills, California",earthquake
2013-03-19T02:36:37.000Z,63.1513,-150.4836,108.2,1.4,Ml,,,,0.39,ak,ak10676692,2013-03-20T23:27:22.797Z,"81km WSW of Cantwell, Alaska",earthquake
2013-03-19T02:31:53.700Z,36.0225,-117.7713,2.4,1,Ml,,64.8,0.00898315,0.1,ci,ci15309241,2013-03-19T18:23:47.665Z,"41km N of Inyokern, California",earthquake
2013-03-19T02:31:39.000Z,55.1308,-162.8662,169.9,2.3,Ml,,,,0.38,ak,ak10678018,2013-03-20T23:27:31.149Z,"11km WSW of Cold Bay, Alaska",earthquake
2013-03-19T02:27:17.100Z,36.0243,-117.7725,2,1.6,Ml,,50.4,0.00898315,0.12,ci,ci15309233,2013-03-19T18:16:16.749Z,"42km N of China Lake Acres, California",earthquake
2013-03-19T01:53:23.000Z,62.2177,-149.99,8.4,1.2,Ml,,,,0.56,ak,ak10676683,2013-03-20T23:27:30.036Z,"9km NW of Y, Alaska",earthquake
2013-03-19T01:46:23.000Z,60.3471,-150.8729,44.1,1.9,Ml,,,,0.41,ak,ak10676680,2013-03-20T23:27:21.759Z,"18km SSE of Soldotna, Alaska",earthquake
2013-03-19T01:25:51.000Z,38.146,-111.2702,8,2.7,Ml,,108,0.05389892,0.09,uu,uu60016202,2013-03-19T14:17:06.000Z,"43km SE of Loa, Utah",earthquake
2013-03-19T01:16:12.100Z,37.6255,-118.8127,3.8,1,Md,,68.4,0.01796631,0.05,nc,nc71956915,2013-03-19T22:24:09.229Z,"14km E of Mammoth Lakes, California",earthquake
2013-03-19T01:13:26.000Z,63.1664,-143.2403,8.3,1.3,Ml,,,,0.59,ak,ak10676669,2013-03-20T23:27:29.011Z,"22km SW of Tok, Alaska",earthquake
2013-03-19T00:56:12.200Z,47.8813,-121.6478,8.6,1.6,Md,,54,0.16169675,0.14,uw,uw60511456,2013-03-19T15:10:27.225Z,"4km NE of Gold Bar, Washington",earthquake
2013-03-19T00:51:35.000Z,62.1417,-137.1925,7.5,2.6,Ml,,,,0.8,ak,ak10676663,2013-03-20T23:27:21.777Z,"155km N of Haines Junction, Canada",earthquake
2013-03-19T00:49:21.800Z,39.5395,-121.9893,24.1,1.3,Md,,68.4,0.28746089,0.14,nc,nc71956910,2013-03-22T16:27:32.627Z,"17km E of Willows, California",earthquake
2013-03-19T00:42:44.000Z,53.4713,-165.4101,15.2,1.8,Ml,,,,0.16,ak,ak10678013,2013-03-20T23:27:30.110Z,"77km SSE of Akutan, Alaska",earthquake
2013-03-19T00:40:22.000Z,53.5024,-165.3362,25.3,2.1,Ml,,,,0.27,ak,ak10678012,2013-03-20T23:27:30.098Z,"76km SSE of Akutan, Alaska",earthquake
2013-03-19T00:37:35.500Z,34.3548,-118.6165,4.1,2,Ml,49,28.8,0.00898315,0.31,ci,ci15309201,2013-03-21T23:14:37.037Z,"7km WSW of Santa Clarita, California",earthquake
2013-03-19T00:37:01.100Z,53.791,-165.463,48.7,4.6,Mb,126,133.2,0.38986883,1.22,us,usb000fnji,2013-06-10T21:37:24.581Z,"43km SSE of Akutan, Alaska",earthquake
2013-03-19T00:36:38.300Z,38.7882,-122.7622,1.8,1,Md,,57.6,0.00898315,0.06,nc,nc71956905,2013-03-22T02:30:22.588Z,"5km SW of Cobb, California",earthquake
2013-03-19T00:27:49.200Z,44.3842,-110.9993,5.7,1,Ml,,126,0.13474729,0.1,uu,uu60016197,2013-03-19T13:45:15.758Z,"16km WSW of Old Faithful Geyser, Wyoming",earthquake
2013-03-19T00:11:48.000Z,62.1659,-149.3256,40.6,1.1,Ml,,,,0.5,ak,ak10676627,2013-03-20T23:27:20.744Z,"27km E of Y, Alaska",earthquake
2013-03-18T23:44:04.100Z,2.795,124.448,318.2,4.7,Mb,109,57.6,3.53576896,1.18,us,usb000fniq,2013-06-10T21:37:23.037Z,"151km NNW of Manado, Indonesia",earthquake
2013-03-18T23:14:27.500Z,60.074,163.337,15.5,4,Mb,23,144,5.97289832,0.8,us,us2013mxbp,2013-06-10T21:50:01.428Z,"48km WNW of Il'pyrskiy, Russia",earthquake
2013-03-18T22:12:33.100Z,33.332,-116.4168,11.5,1.3,Ml,,43.2,0.04491576,0.15,ci,ci15309137,2013-03-19T17:25:05.640Z,"9km NNW of Borrego Springs, California",earthquake
2013-03-18T22:02:07.700Z,4.112,126.924,75.2,4.3,Mb,35,126,3.22585019,1.4,us,usb000fnfn,2013-06-10T21:37:21.580Z,"215km SE of Sarangani, Philippines",earthquake
2013-03-18T22:00:38.300Z,38.7895,-122.7443,1.5,1.1,Md,,43.2,0.00898315,0.06,nc,nc71956865,2013-03-22T01:55:18.406Z,"4km SSW of Cobb, California",earthquake
2013-03-18T21:26:38.300Z,44.6657,-110.4667,5.8,1.5,Ml,,72,0.05389892,0.16,uu,uu60016162,2013-03-18T23:16:05.397Z,"36km NE of Old Faithful Geyser, Wyoming",earthquake
2013-03-18T21:14:42.100Z,34.0535,-117.3388,0,1.2,Ml,,97.2,0.04491576,0.17,ci,ci15309113,2013-03-19T15:55:00.360Z,"1km ENE of Quarry at SLOVER",quarry
2013-03-18T20:40:13.700Z,-32.4802,-71.9341,23.82,4.7,mb,23,121,0.92,0.49,us,usb000fw5l,2013-04-22T22:00:46.381Z,"66km W of La Ligua, Chile",earthquake
2013-03-18T20:13:57.200Z,33.6663,-117.2267,0,1.2,Ml,,158.4,0.07186522,0.13,ci,ci15309041,2013-03-19T15:11:25.441Z,"17km W of Quarry at EASTSIDE RES.",quarry
2013-03-18T20:01:06.100Z,34.137,-116.9788,4.4,1.1,Ml,,54,0.05389892,0.12,ci,ci15308977,2013-03-19T14:34:59.285Z,"12km NNE of Yucaipa, California",earthquake
2013-03-18T20:00:14.300Z,33.8703,-117.5082,0,1.5,Ml,,111.6,0.11678099,0.14,ci,ci15308961,2013-03-19T14:26:33.859Z,"2km NNW of Quarry at CORONA",quarry
2013-03-18T19:57:14.277Z,38.0304,-118.054,4.9656,1.51,ml,15,150,0.21,0.1078,nn,nn00406321,2013-03-20T23:10:08.288Z,"72km W of Tonopah, Nevada",earthquake
2013-03-18T19:39:20.500Z,40.1503,-122.0135,18.6,1.7,Md,,72,0.10779783,0.07,nc,nc71956850,2013-03-18T22:51:40.596Z,"15km NE of Gerber, California",earthquake
2013-03-18T19:15:04.000Z,-32.4436,-71.7701,28.07,5,mb,97,94,0.83,0.7,us,usb000fn69,2013-06-10T21:37:19.925Z,"50km W of La Ligua, Chile",earthquake
2013-03-18T19:04:33.730Z,29.9656,143.0871,10.17,4.6,mb,33,138,2.97,0.58,us,usb000fw5e,2013-04-22T20:52:25.275Z,"Izu Islands, Japan region",earthquake
2013-03-18T18:59:48.420Z,29.9795,132.15,26.68,4.4,mb,14,131,3.32,0.51,us,usb000fw5d,2013-04-22T20:40:31.931Z,"138km SE of Nishinoomote, Japan",earthquake
2013-03-18T18:38:49.700Z,38.786,-122.7618,1.4,2.7,Md,,28.8,0.01796631,0.06,nc,nc71956830,2013-03-19T19:16:11.290Z,"5km SW of Cobb, California",earthquake
2013-03-18T18:24:48.700Z,38.8103,-122.8232,2.3,1,Md,,50.4,0.00898315,0.07,nc,nc71956825,2013-03-22T01:44:42.130Z,"8km W of Cobb, California",earthquake
2013-03-18T18:23:27.800Z,38.8435,-122.8248,2.3,1.3,Md,,43.2,0.00898315,0.06,nc,nc71956820,2013-03-22T01:34:35.924Z,"9km WNW of Cobb, California",earthquake
2013-03-18T18:19:30.500Z,34.721,-116.3005,6.2,1.3,Ml,,72,0.10779783,0.08,ci,ci15308905,2013-03-19T13:55:16.387Z,"63km SSW of Baker, California",earthquake
2013-03-18T18:01:11.700Z,37.694,-119.7292,37.3,1.9,Md,,147.6,0.25152828,0.05,nc,nc71956885,2013-03-18T23:10:12.827Z,"14km WSW of Yosemite Valley, California",earthquake
2013-03-18T17:41:47.400Z,41.8793,-125.8915,5,2,Md,,306,1.50018652,0.12,uw,uw60511356,2013-03-18T20:56:29.844Z,"134km W of Brookings, Oregon",earthquake
2013-03-18T17:13:33.820Z,-56.0812,-27.4159,112.7,4.5,mb,12,118,18.77,0.32,us,usb000fw58,2013-04-22T20:15:12.914Z,"70km N of Visokoi Island, ",earthquake
2013-03-18T16:21:56.500Z,33.311,-116.401,6.3,1,Ml,,122.4,0.03593261,0.13,ci,ci37123563,2013-03-18T21:22:49.202Z,"6km NNW of Borrego Springs, California",earthquake
2013-03-18T16:16:34.700Z,-16.512,-72.253,83.9,4.7,Mb,52,97.2,3.62560049,1.02,us,us2013mxah,2013-06-10T21:37:18.455Z,"50km ENE of Camana, Peru",earthquake
2013-03-18T16:15:37.600Z,33.5145,-116.443,12.6,1,Ml,,104.4,0.01796631,0.15,ci,ci15308785,2013-03-18T21:02:42.728Z,"20km SW of La Quinta, California",earthquake
2013-03-18T16:14:29.200Z,19.4652,-155.6132,17.4,1.6,Ml,,136.8,0.02694946,0.09,hv,hv60479561,2013-03-18T22:22:29.602Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake
2013-03-18T16:02:26.000Z,34.347,-116.8872,0,1.1,Ml,,147.6,0.08983153,0.17,ci,ci15308761,2013-03-18T20:58:02.166Z,"3km W of Quarry at CUSHENBURY",quarry
2013-03-18T16:01:23.500Z,36.2732,-120.8433,7.4,1.3,Md,,122.4,0.06288207,0.07,nc,nc71956750,2013-03-19T19:19:11.994Z,"26km ENE of King City, California",earthquake
2013-03-18T16:00:14.100Z,38.804,-122.8182,3.3,1.3,Md,,57.6,0.00898315,0.07,nc,nc71956740,2013-03-21T18:08:42.599Z,"8km WSW of Cobb, California",earthquake
2013-03-18T15:39:37.696Z,39.3605,-119.3096,10.4269,1.03,ml,9,112,0.272,0.0853,nn,nn00406282,2013-03-18T16:00:56.016Z,"5km ESE of Stagecoach, Nevada",earthquake
2013-03-18T15:32:26.500Z,19.463,-155.602,14.9,1.1,Md,,126,0.02694946,0.11,hv,hv60479556,2013-03-18T22:45:18.557Z,"27km E of Honaunau-Napoopoo, Hawaii",earthquake
2013-03-18T15:18:14.000Z,19.2233,-155.5403,35.2,1.7,Md,,205.2,0.04491576,0.08,hv,hv60479551,2013-03-18T22:51:29.294Z,"6km WNW of Pahala, Hawaii",earthquake
2013-03-18T14:41:30.600Z,37.3512,-121.7568,0,1,Md,,72,0.02694946,0.05,nc,nc71956725,2013-03-18T22:48:05.158Z,"17km SSE of Quarry near Milpitas, CA",quarry
2013-03-18T13:56:13.300Z,12.181,-87.565,67.3,4.3,Mb,38,172.8,1.88736041,0.69,us,us2013mxag,2013-06-10T21:37:16.830Z,"54km SW of Corinto, Nicaragua",earthquake
2013-03-18T13:40:56.900Z,44.551,-110.8455,2,1.3,Md,,151.2,0.07186522,0.12,uu,uu60016137,2013-03-18T22:59:05.246Z,"10km N of Old Faithful Geyser, Wyoming",earthquake
2013-03-18T13:35:31.000Z,44.574,-110.7478,5.7,1.1,Ml,,108,0.13474729,0.11,uu,uu60016127,2013-03-18T23:00:10.288Z,"14km NNE of Old Faithful Geyser, Wyoming",earthquake
2013-03-18T13:17:35.493Z,37.2283,-115.4751,0,1.38,ml,14,147,0.381,0.1547,nn,nn00406275,2013-03-20T23:09:12.275Z,"31km WSW of Alamo, Nevada",earthquake
2013-03-18T13:06:21.100Z,44.4815,-111.0375,13,1,Md,,140.4,0.13474729,0.18,uu,uu60016117,2013-03-18T18:20:02.430Z,"16km W of Old Faithful Geyser, Wyoming",earthquake
2013-03-18T12:55:31.700Z,-23.846,-67.364,252.4,4.2,Ml,12,205.2,1.87747894,0,us,us2013mxbs,2013-06-10T21:59:05.603Z,"114km WNW of San Antonio de los Cobres, Argentina",earthquake
2013-03-18T12:24:07.100Z,-2.261,100.806,65.7,4.8,Mb,72,79.2,2.57726655,0.56,us,usb000fmyz,2013-06-10T21:37:03.468Z,"67km WSW of Sungaipenuh, Indonesia",earthquake
2013-03-18T12:23:19.000Z,-11.588,166.54,125.1,4.7,Mb,72,108,6.82180627,0.56,us,usb000fmyx,2013-06-10T21:37:06.444Z,"123km SE of Lata, Solomon Islands",earthquake
2013-03-18T11:50:58.000Z,38.834,-122.7993,2.7,1.4,Md,,39.6,0.00898315,0.05,nc,nc71956690,2013-03-21T21:44:08.452Z,"6km WNW of Cobb, California",earthquake
2013-03-18T10:40:46.400Z,31.114,-116.6402,6,2.7,Ml,,327.6,0.75458484,0.16,ci,ci15308617,2013-03-18T14:58:11.393Z,"62km WNW of Camalu, Mexico",earthquake
2013-03-18T10:23:13.800Z,32.288,-115.3488,10,2.3,Ml,,212.4,0.13474729,0.38,ci,ci15308593,2013-03-18T15:11:04.613Z,"16km WSW of Delta, Mexico",earthquake
2013-03-18T10:17:41.600Z,33.5075,-116.4672,10.1,1.6,Ml,,50.4,0.03593261,0.19,ci,ci15308577,2013-03-18T15:16:26.288Z,"19km ESE of Anza, California",earthquake
2013-03-18T10:16:58.500Z,32.8818,-116.253,8.9,1.1,Ml,19,90,0.14373045,0.18,ci,ci15308569,2013-03-22T00:28:08.428Z,"26km ENE of Pine Valley, California",earthquake
2013-03-18T09:45:43.400Z,40.4068,-121.9828,12.1,1,Md,,183.6,0.16169675,0.05,nc,nc71956645,2013-03-18T22:37:33.911Z,"12km SW of Shingletown, California",earthquake
2013-03-18T08:54:56.000Z,51.8901,-173.585,48.7,3.4,Ml,,,,0.53,ak,ak10676060,2013-03-18T17:43:18.870Z,"54km SE of Atka, Alaska",earthquake
2013-03-18T07:55:04.400Z,33.4988,-116.4655,8.1,1.2,Ml,,50.4,0.04491576,0.17,ci,ci15308505,2013-03-18T16:08:27.568Z,"20km ESE of Anza, California",earthquake
2013-03-18T07:35:16.700Z,37.6245,-118.8148,4.2,1.2,Md,,64.8,0.01796631,0.06,nc,nc71956625,2013-03-19T21:05:54.807Z,"14km E of Mammoth Lakes, California",earthquake
2013-03-18T07:10:49.500Z,38.8338,-122.7752,3.1,1.5,Md,,39.6,0.00898315,0.06,nc,nc71956615,2013-03-19T23:35:06.560Z,"4km WNW of Cobb, California",earthquake
2013-03-18T06:43:47.000Z,51.1464,-179.5005,50,3.3,Ml,,,,0.88,ak,ak10676037,2013-03-18T17:24:45.669Z,"30km WSW of Amatignak Island, Alaska",earthquake
2013-03-18T05:30:16.500Z,38.8267,-122.8538,2.7,1,Md,,57.6,0.01796631,0.05,nc,nc71956575,2013-03-22T00:07:00.495Z,"11km W of Cobb, California",earthquake
2013-03-18T04:05:43.900Z,19.4071,-65.7435,50,2.9,Md,7,320.4,1.13277557,0.3,pr,pr13077001,2013-06-10T21:44:19.346Z,"108km N of Loiza, Puerto Rico",earthquake
2013-03-18T04:04:23.100Z,19.9041,-64.1703,24,3.2,Md,5,331.2,1.71218893,0.23,pr,pr13077000,2013-06-10T21:44:21.034Z,"171km NNE of Road Town, British Virgin Islands",earthquake
2013-03-18T03:54:36.100Z,-6.291,130.914,79.6,5.1,Mb,95,25.2,1.71757882,1,us,usb000fmmh,2013-06-10T21:36:56.817Z,"188km NNW of Saumlaki, Indonesia",earthquake
2013-03-18T03:27:06.600Z,32.9223,-115.5248,9.3,1.8,Ml,,129.6,0.06288207,0.16,ci,ci15308433,2013-03-18T17:16:07.441Z,"6km S of Brawley, California",earthquake
2013-03-18T03:22:37.000Z,53.3871,-165.7613,30.2,3,Ml,,,,0.23,ak,ak10675981,2013-03-20T05:32:29.842Z,"74km SE of Unalaska, Alaska",earthquake
2013-03-18T03:18:23.000Z,61.5905,-148.2602,8.4,2.5,Ml,,,,0.74,ak,ak10675975,2013-03-18T05:34:33.930Z,"36km E of Lazy Mountain, Alaska",earthquake
2013-03-18T03:11:00.900Z,39.6272,-120.0107,5.1,1.6,Md,,129.6,0.04491576,0.06,nc,nc71956545,2013-03-19T20:48:07.660Z,"6km SSW of Cold Springs, Nevada",earthquake
2013-03-18T02:21:08.700Z,35.721,-121.1043,7.2,1,Md,,64.8,0.04491576,0.07,nc,nc71956525,2013-03-18T23:46:22.144Z,"11km NE of San Simeon, California",earthquake
2013-03-18T01:53:09.000Z,-22.678,-68.752,110.3,4,Ml,12,154.8,0.15990012,0,us,us2013mxbq,2013-06-10T21:51:22.027Z,"29km SE of Calama, Chile",earthquake
2013-03-18T01:24:04.600Z,35.3972,-118.7157,8.1,1.3,Ml,11,158.4,0.13474729,0.14,ci,ci15308385,2013-03-21T23:27:26.087Z,"23km NNE of Arvin, California",earthquake
2013-03-18T01:19:35.700Z,36.29,69.812,142.1,4.1,Mb,28,82.8,1.84783454,1.24,us,usb000fmlj,2013-06-10T21:36:53.657Z,"31km S of Farkhar, Afghanistan",earthquake
2013-03-18T01:07:42.000Z,36.476,70.088,229.9,4.6,Mb,122,64.8,2.10744766,0.87,us,usb000fmli,2013-06-10T21:36:55.280Z,"23km ESE of Farkhar, Afghanistan",earthquake
2013-03-18T01:00:06.600Z,33.7278,-116.0577,4.1,1.7,Ml,,43.2,0.08084838,0.11,ci,ci15308369,2013-03-18T18:57:12.377Z,"11km ENE of Coachella, California",earthquake
2013-03-18T00:44:02.300Z,40.765,-111.9655,6,1.4,Md,,126,0.06288207,0.15,uu,uu60016102,2013-03-18T21:43:43.769Z,"6km W of Salt Lake City, Utah",earthquake
2013-03-18T00:28:08.400Z,34.721,-116.2965,6.2,1.5,Ml,,97.2,0.11678099,0.12,ci,ci15308345,2013-03-18T19:07:00.623Z,"63km SSW of Baker, California",earthquake
2013-03-17T23:49:28.000Z,54.4874,-161.6268,18.7,1.8,Ml,,,,0.14,ak,ak10678263,2013-03-21T01:30:11.877Z,"104km SE of Cold Bay, Alaska",earthquake
2013-03-17T23:41:54.500Z,40.7742,-111.9667,5,2,Ml,,57.6,0.05389892,0.1,uu,uu60016097,2013-03-18T20:44:08.330Z,"6km WNW of Salt Lake City, Utah",earthquake
2013-03-17T23:41:23.800Z,32.491,-96.85,2.4,2.6,MbLg,11,122.4,0.71955054,0.64,us,usb000fmk3,2013-06-10T21:38:33.671Z,"3km S of Oak Leaf, Texas",earthquake
2013-03-17T23:30:31.900Z,35.0513,-117.6757,0,1.4,Ml,,90,0.11678099,0.19,ci,ci15308305,2013-03-18T19:49:53.784Z,"2km N of Quarry at BORON",quarry
2013-03-17T23:25:58.300Z,36.0423,-117.7985,0.6,1.1,Ml,19,54,0.02694946,0.13,ci,ci15308297,2013-03-21T23:25:15.826Z,"43km N of Inyokern, California",earthquake
2013-03-17T23:02:29.800Z,40.5297,-122.2523,30,1.9,Md,,54,0.08084838,0.11,nc,nc71956465,2013-03-18T16:18:03.674Z,"3km SSW of Palo Cedro, California",earthquake
2013-03-17T23:01:30.100Z,40.5337,-122.2548,30.2,2.1,Md,,36,0.08084838,0.11,nc,nc71956460,2013-03-18T17:11:10.066Z,"3km SSW of Palo Cedro, California",earthquake
2013-03-17T22:57:10.200Z,35.3068,-120.8323,5.1,1.2,Md,,93.6,0.00898315,0.14,nc,nc71956455,2013-03-18T23:43:51.830Z,"0km S of Los Osos, California",earthquake
2013-03-17T22:56:30.000Z,-24.872,-70.668,24,5,Mb,56,111.6,1.01868953,1.08,us,usb000fmiy,2013-06-10T21:36:52.156Z,"61km NNW of Taltal, Chile",earthquake
2013-03-17T22:50:06.000Z,63.0018,-149.8005,83.6,2.2,Ml,,,,0.35,ak,ak10675905,2013-03-21T01:30:04.495Z,"60km SW of Cantwell, Alaska",earthquake
2013-03-17T22:49:27.600Z,41.6575,-80.8947,5,2.1,Ml,15,162,0.26949459,0.36,ld,ld60024903,2013-03-18T16:23:27.181Z,"6km WNW of Roaming Shores, Ohio",earthquake
2013-03-17T22:45:58.100Z,48.2085,-122.178,16.1,1.6,Md,,57.6,0.02694946,0.36,uw,uw60511251,2013-03-18T21:29:08.568Z,"3km SSW of Bryant, Washington",earthquake
2013-03-17T22:19:26.000Z,53.5928,-165.6092,4.6,1.7,Ml,,,,0.14,ak,ak10675897,2013-03-21T01:30:04.476Z,"61km S of Akutan, Alaska",earthquake
2013-03-17T22:19:11.200Z,38.822,-122.762,2.6,1,Md,,32.4,0.00898315,0.07,nc,nc71956440,2013-03-22T00:10:40.954Z,"3km W of Cobb, California",earthquake
2013-03-17T22:06:57.000Z,61.2754,-146.8727,0,1.5,Ml,,,,0.82,ak,ak10675891,2013-03-21T01:30:00.302Z,"32km WNW of Valdez, Alaska",earthquake
2013-03-17T21:53:40.000Z,36.477,140.469,63.5,4.6,Mb,34,126,1.8280716,0.96,us,usb000fmhh,2013-06-10T21:36:50.654Z,"8km W of Funaishikawa, Japan",earthquake
2013-03-17T21:41:45.300Z,34.388,-119.7125,11.3,2,Ml,,68.4,0.05389892,0.25,ci,ci15308249,2013-03-18T20:10:37.362Z,"3km SSW of Santa Barbara, California",earthquake
2013-03-17T21:41:36.900Z,40.771,-111.969,4.4,1,Ml,,82.8,0.04491576,0.1,uu,uu60016087,2013-03-18T21:37:33.716Z,"6km W of Salt Lake City, Utah",earthquake
2013-03-17T21:34:40.800Z,43.834,-74.1003,12.8,1.6,Ml,10,133.2,0.16169675,0.24,ld,ld60024803,2013-03-18T15:37:05.669Z,"45km NW of Warrensburg, New York",earthquake
2013-03-17T21:28:36.000Z,63.2374,-150.716,130.2,1.6,Ml,,,,0.43,ak,ak10675878,2013-03-21T01:30:00.286Z,"90km W of Cantwell, Alaska",earthquake
2013-03-17T21:25:18.000Z,63.5426,-149.2024,101.5,1,Ml,,,,0.3,ak,ak10675877,2013-03-21T01:30:03.417Z,"20km NW of Cantwell, Alaska",earthquake
2013-03-17T21:10:52.800Z,49.4287,-120.5055,0,2.2,Md,,208.8,0.59288809,0.26,uw,uw60511236,2013-03-18T21:33:09.008Z,"3km S of Princeton, Canada",quarry
2013-03-17T20:51:27.000Z,59.7488,-153.2867,115.7,2.3,Ml,,,,0.36,ak,ak10675862,2013-03-21T01:30:01.332Z,"81km W of Anchor Point, Alaska",earthquake
2013-03-17T20:42:48.400Z,39.689,-123.5728,6.5,1.7,Md,,68.4,0.00898315,0.24,nc,nc71956410,2013-03-20T01:20:20.337Z,"7km W of Laytonville, California",earthquake
2013-03-17T20:16:43.000Z,60.5825,-150.3888,41,1.3,Ml,,,,0.26,ak,ak10675849,2013-03-21T01:30:10.817Z,"21km ENE of Sterling, Alaska",earthquake
2013-03-17T20:06:55.800Z,39.6317,-120.0023,6.4,1.2,Md,,129.6,0.03593261,0.04,nc,nc71956405,2013-03-19T20:40:31.735Z,"5km SSW of Cold Springs, Nevada",earthquake
2013-03-17T19:52:40.000Z,63.2554,-150.6857,126.5,1.1,Ml,,,,0.24,ak,ak10678251,2013-03-21T01:30:11.849Z,"88km W of Cantwell, Alaska",earthquake
2013-03-17T19:48:43.000Z,59.7333,-151.7436,48.1,2.3,Ml,,,,0.63,ak,ak10675844,2013-03-21T01:29:59.255Z,"6km SE of Anchor Point, Alaska",earthquake
2013-03-17T19:15:40.200Z,39.626,-120.0052,5.7,1.2,Md,,165.6,0.03593261,0.05,nc,nc71956395,2013-03-19T20:53:38.322Z,"6km SSW of Cold Springs, Nevada",earthquake
2013-03-17T19:14:59.000Z,59.9898,-152.8927,106,2.2,Ml,,,,0.47,ak,ak10675839,2013-03-21T01:30:01.346Z,"55km S of Redoubt Volcano, Alaska",earthquake
2013-03-17T18:53:54.000Z,64.7122,-147.6694,14,1.1,Ml,,,,0.54,ak,ak10675833,2013-03-21T01:29:59.243Z,"11km SSW of Badger, Alaska",earthquake
2013-03-17T18:43:37.000Z,64.6327,-160.1867,64.4,2.4,Ml,,,,0.47,ak,ak10675828,2013-03-21T01:29:59.226Z,"89km NNE of Unalakleet, Alaska",earthquake
2013-03-17T18:40:46.000Z,63.1233,-150.8571,115.6,1.4,Ml,,,,0.33,ak,ak10675825,2013-03-21T01:29:58.187Z,"96km NNW of Talkeetna, Alaska",earthquake
2013-03-17T18:26:59.700Z,40.532,-121.596,7.8,1,Md,,93.6,0.01796631,0.12,nc,nc71957215,2013-03-19T20:18:59.127Z,"25km E of Shingletown, California",earthquake
2013-03-17T18:25:45.662Z,39.6249,-120.0272,6,1.05,ml,4,208,0.24,0.2019,nn,nn00406165,2013-03-17T19:47:54.342Z,"7km SW of Cold Springs, Nevada",earthquake
2013-03-17T18:21:31.100Z,7.93,116.97,16.6,4.4,Mb,16,133.2,2.01761613,1.06,us,us2013mwax,2013-06-10T21:42:31.916Z,"12km WSW of Balabac, Philippines",earthquake
2013-03-17T18:17:49.000Z,59.8498,-152.0701,64.6,1.3,Ml,,,,0.19,ak,ak10678245,2013-03-21T01:30:10.828Z,"15km WNW of Anchor Point, Alaska",earthquake
